Date,S&P 500,GDP,GDP per Capita,Unemployment Rate
2000-01-01,0.13115551810500187,0.0,0.0,0.052631578947368425
2000-02-01,0.1255780878179332,0.0,0.0,0.0614035087719298
2000-03-01,0.15186606494498878,0.0,0.0,0.052631578947368425
2000-04-01,0.14268637075584376,0.012450305336486169,0.015183540499137078,0.035087719298245605
2000-05-01,0.136355038112327,0.012450305336486169,0.015183540499137078,0.052631578947368425
2000-06-01,0.14311799072068065,0.012450305336486169,0.015183540499137078,0.052631578947368425
2000-07-01,0.13838988732098992,0.016022261789497234,0.018111656227578585,0.052631578947368425
2000-08-01,0.1556652724527578,0.016022261789497234,0.018111656227578585,0.0614035087719298
2000-09-01,0.13951970891098914,0.016022261789497234,0.018111656227578585,0.043859649122807015
2000-10-01,0.13810545908808602,0.021984176301365753,0.024278151602707052,0.043859649122807015
2000-11-01,0.11534015257751189,0.021984176301365753,0.024278151602707052,0.043859649122807015
2000-12-01,0.11640036039392947,0.021984176301365753,0.024278151602707052,0.043859649122807015
2001-01-01,0.12549652776719697,0.023732860554257898,0.024995636913649675,0.07017543859649125
2001-02-01,0.10041988371877458,0.023732860554257898,0.024995636913649675,0.07017543859649125
2001-03-01,0.08458463201041143,0.023732860554257898,0.024995636913649675,0.07894736842105263
2001-04-01,0.1023135143340818,0.030262170803356806,0.03209292404351451,0.08771929824561407
2001-05-01,0.10357858137885946,0.030262170803356806,0.03209292404351451,0.07894736842105263
2001-06-01,0.09732485097474519,0.030262170803356806,0.03209292404351451,0.09649122807017545
2001-07-01,0.09470917474206876,0.030212479308943444,0.030134383059590063,0.10526315789473682
2001-08-01,0.07926377959060375,0.030212479308943444,0.030134383059590063,0.1315789473684211
2001-09-01,0.06083671992282219,0.030212479308943444,0.030134383059590063,0.14035087719298245
2001-10-01,0.06458420879169027,0.03337879090960027,0.03253892842599236,0.16666666666666666
2001-11-01,0.08043138249615689,0.03337879090960027,0.03253892842599236,0.18421052631578946
2001-12-01,0.08214797996769577,0.03337879090960027,0.03253892842599236,0.2017543859649123
2002-01-01,0.07859146156594302,0.03961735521077433,0.039287168647831064,0.2017543859649123
2002-02-01,0.07392304098992292,0.03961735521077433,0.039287168647831064,0.2017543859649123
2002-03-01,0.08201074346672489,0.03961735521077433,0.039287168647831064,0.2017543859649123
2002-04-01,0.06799353546151,0.04488871006711642,0.044678004227345886,0.21929824561403513
2002-05-01,0.06604818620730188,0.04488871006711642,0.044678004227345886,0.21052631578947367
2002-06-01,0.05066843487755922,0.04488871006711642,0.044678004227345886,0.21052631578947367
2002-07-01,0.03511364145024065,0.04978585754716196,0.04931257150613741,0.21052631578947367
2002-08-01,0.03599879502855676,0.04978585754716196,0.04931257150613741,0.2017543859649123
2002-09-01,0.015950623122793998,0.04978585754716196,0.04931257150613741,0.2017543859649123
2002-10-01,0.029969822174201317,0.05371011655444252,0.0527060831119471,0.2017543859649123
2002-11-01,0.04002473899175145,0.05371011655444252,0.0527060831119471,0.21929824561403513
2002-12-01,0.02878829408582674,0.05371011655444252,0.0527060831119471,0.22807017543859648
2003-01-01,0.023990576912554355,0.05942443558955539,0.05871744652795284,0.21052631578947367
2003-02-01,0.021096433445025764,0.05942443558955539,0.05871744652795284,0.21929824561403513
2003-03-01,0.02249476703891501,0.05942443558955539,0.05871744652795284,0.21929824561403513
2003-04-01,0.03616786398755538,0.06645410876403307,0.06631891252496655,0.22807017543859648
2003-05-01,0.04545101973555337,0.06645410876403307,0.06631891252496655,0.23684210526315785
2003-06-01,0.04762112653952032,0.06645410876403307,0.06631891252496655,0.25438596491228066
2003-07-01,0.05076589901678375,0.07932841438244245,0.08136671255987124,0.2456140350877193
2003-08-01,0.05428661500864946,0.07932841438244245,0.08136671255987124,0.23684210526315785
2003-09-01,0.05189172637387256,0.07932841438244245,0.08136671255987124,0.23684210526315785
2003-10-01,0.06278007813083789,0.08975171239171502,0.09319552444297931,0.22807017543859648
2003-11-01,0.06426991486589995,0.08975171239171502,0.09319552444297931,0.21052631578947367
2003-12-01,0.07495539844069761,0.08975171239171502,0.09319552444297931,0.2017543859649123
2004-01-01,0.07877645889448107,0.09741905927409346,0.10170839069983906,0.2017543859649123
2004-02-01,0.08152339848955108,0.09741905927409346,0.10170839069983906,0.19298245614035084
2004-03-01,0.07779781112879972,0.09741905927409346,0.10170839069983906,0.21052631578947367
2004-04-01,0.07403643349868688,0.1070210785741685,0.11250945335375905,0.19298245614035084
2004-05-01,0.07669785523168694,0.1070210785741685,0.11250945335375905,0.19298245614035084
2004-06-01,0.08070787082534218,0.1070210785741685,0.11250945335375905,0.19298245614035084
